Gene_symbol	GENEID	EnsembleID	Description	Chromomsome	Position	Start	End	GENE_TYPE	Source
RNF8	9025	ENSG00000112130	ring finger protein 8, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:10071]	6	6p21.2	37321748	37362514	TSG	TSGene
RNH1	6050	ENSG00000023191	ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:10074]	11	11p15.5	494512	507300	TSG	TSGene
ROBO1	6091	ENSG00000169855	roundabout, axon guidance receptor, homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:10249]	3	3p12.3	78646390	79816965	TSG	TSGene
ROR2	4920	ENSG00000169071	receptor tyrosine kinase-like orphan receptor 2 [Source:HGNC Symbol;Acc:10257]	9	9q22.31	94325373	94712444	TSG	TSGene
RPA1	6117	ENSG00000132383	replication protein A1, 70kDa [Source:HGNC Symbol;Acc:10289]	17	17p13.3	1732996	1803376	TSG	TSGene
RPL10	6134	ENSG00000147403	ribosomal protein L10 [Source:HGNC Symbol;Acc:10298]	X	Xq28	153618315	153637504	TSG	TSGene
RPL11	6135	ENSG00000142676	ribosomal protein L11 [Source:HGNC Symbol;Acc:10301]	1	1p36.11	24018269	24022915	TSG	TSGene
RPL5	6125	ENSG00000122406	ribosomal protein L5 [Source:HGNC Symbol;Acc:10360]	1	1p22.1	93297582	93307481	TSG	TSGene
RPRM	56475	ENSG00000177519	reprimo, TP53 dependent G2 arrest mediator candidate [Source:HGNC Symbol;Acc:24201]	2	2q23.3	154333852	154335322	TSG	TSGene
RPS6KA2	6196	ENSG00000071242	ribosomal protein S6 kinase, 90kDa, polypeptide 2 [Source:HGNC Symbol;Acc:10431]	6	6q27	166822852	167319939	TSG	TSGene
RPS6KA6	-6673	ENSG00000072133	ribosomal protein S6 kinase, 90kDa, polypeptide 6 [Source:HGNC Symbol;Acc:10435]	X	Xq21.1	83318984	83442933	TSG	TSGene
RTN4	57142	ENSG00000115310	reticulon 4 [Source:HGNC Symbol;Acc:14085]	2	2p16.1	55199325	55339757	TSG	TSGene
RTN4IP1	-2277	ENSG00000130347	reticulon 4 interacting protein 1 [Source:HGNC Symbol;Acc:18647]	6	6q21	107018903	107077373	TSG	TSGene
RUNX2	860	ENSG00000124813	runt-related transcription factor 2 [Source:HGNC Symbol;Acc:10472]	6	6p21.1	45295894	45632086	TSG	TSGene
RUNX3	864	ENSG00000020633	runt-related transcription factor 3 [Source:HGNC Symbol;Acc:10473]	1	1p36.11	25226002	25291612	TSG	TSGene
S100A11	6282	ENSG00000163191	S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:10488]	1	1q21.3	152004982	152020383	TSG	TSGene
S100A2	6273	ENSG00000196754	S100 calcium binding protein A2 [Source:HGNC Symbol;Acc:10492]	1	1q21.3	153533584	153540366	TSG	TSGene
SAA1	6288	ENSG00000173432	serum amyloid A1 [Source:HGNC Symbol;Acc:10513]	11	11p15.1	18287721	18291524	TSG	TSGene
SAFB	6294	ENSG00000160633	scaffold attachment factor B [Source:HGNC Symbol;Acc:10520]	19	19p13.3	5623046	5668489	TSG	TSGene
SAFB2	9667	ENSG00000130254	scaffold attachment factor B2 [Source:HGNC Symbol;Acc:21605]	19	19p13.3	5587010	5624057	TSG	TSGene
SALL2	6297	ENSG00000165821	spalt-like transcription factor 2 [Source:HGNC Symbol;Acc:10526]	14	14q11.2	21989232	22005350	TSG	TSGene
SALL4	57167	ENSG00000101115	spalt-like transcription factor 4 [Source:HGNC Symbol;Acc:15924]	20	20q13.2	50400581	50419059	TSG	TSGene
SAMD9L	219285	ENSG00000177409	sterile alpha motif domain containing 9-like [Source:HGNC Symbol;Acc:1349]	7	7q21.2	92759368	92777682	TSG	TSGene
SASH1	23328	ENSG00000111961	SAM and SH3 domain containing 1 [Source:HGNC Symbol;Acc:19182]	6	6q24.3	148593440	148873186	TSG	TSGene
SCGB3A1	92304	ENSG00000161055	secretoglobin, family 3A, member 1 [Source:HGNC Symbol;Acc:18384]	5	5q35.3	180017103	180018540	TSG	TSGene
SCRIB	23513	ENSG00000180900	scribbled planar cell polarity protein [Source:HGNC Symbol;Acc:30377]	8	8q24.3	144873090	144897549	TSG	TSGene
SCUBE2	57758	ENSG00000175356	signal peptide, CUB domain, EGF-like 2 [Source:HGNC Symbol;Acc:30425]	11	11p15.4	9041071	9159661	TSG	TSGene
SCYL1	57410	ENSG00000142186	SCY1-like 1 (S. cerevisiae) [Source:HGNC Symbol;Acc:14372]	11	11q13.1	65292548	65306175	TSG	TSGene
SDHA	6389	ENSG00000073578	succinate dehydrogenase complex, subunit A, flavoprotein (Fp) [Source:HGNC Symbol;Acc:10680]	5	5p15.33	218356	256815	TSG	TSGene
SDHB	6390	ENSG00000117118	succinate dehydrogenase complex, subunit B, iron sulfur (Ip) [Source:HGNC Symbol;Acc:10681]	1	1p36.13	17345217	17380665	TSG	TSGene
SDHD	6392	ENSG00000204370	succinate dehydrogenase complex, subunit D, integral membrane protein [Source:HGNC Symbol;Acc:10683]	11	11q23.1	111957497	111990353	TSG	TSGene
SEC14L2	23541	ENSG00000100003	SEC14-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:10699]	22	22q12.2	30792846	30821305	TSG	TSGene
SELENBP1	8991	ENSG00000143416	selenium binding protein 1 [Source:HGNC Symbol;Acc:10719]	1	1q21.3	151336778	151345209	TSG	TSGene
SEMA3B	-1206	ENSG00000012171	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B [Source:HGNC Symbol;Acc:10724]	3	3p21.31	50304990	50314977	TSG	TSGene
SEMA3F	6405	ENSG00000001617	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F [Source:HGNC Symbol;Acc:10728]	3	3p21.31	50192478	50226508	TSG	TSGene
SERPINB5	5268	ENSG00000206075	serpin peptidase inhibitor, clade B (ovalbumin), member 5 [Source:HGNC Symbol;Acc:8949]	18	18q21.33	61143994	61172318	TSG	TSGene
SERPINI2	5276	ENSG00000114204	serpin peptidase inhibitor, clade I (pancpin), member 2 [Source:HGNC Symbol;Acc:8945]	3	3q26.1	167159577	167196792	TSG	TSGene
SFN	2810	ENSG00000175793	stratifin [Source:HGNC Symbol;Acc:10773]	1	1p36.11	27189633	27190947	TSG	TSGene
SFRP1	6422	ENSG00000104332	secreted frizzled-related protein 1 [Source:HGNC Symbol;Acc:10776]	8	8p11.21	41119481	41167016	TSG	TSGene
SFRP2	6423	ENSG00000145423	secreted frizzled-related protein 2 [Source:HGNC Symbol;Acc:10777]	4	4q31.3	154701744	154710272	TSG	TSGene
SFRP4	6424	ENSG00000106483	secreted frizzled-related protein 4 [Source:HGNC Symbol;Acc:10778]	7	7p14.1	37945543	38065297	TSG	TSGene
SFRP5	6425	ENSG00000120057	secreted frizzled-related protein 5 [Source:HGNC Symbol;Acc:10779]	10	10q24.2	99526508	99531709	TSG	TSGene
SGMS1	259230	ENSG00000198964	sphingomyelin synthase 1 [Source:HGNC Symbol;Acc:29799]	10	10q11.23	52065360	52384923	TSG	TSGene
SH2B3	10019	ENSG00000111252	SH2B adaptor protein 3 [Source:HGNC Symbol;Acc:29605]	12	12q24.12	111843752	111889427	TSG	TSGene
SH3GLB1	51100	ENSG00000097033	SH3-domain GRB2-like endophilin B1 [Source:HGNC Symbol;Acc:10833]	1	1p22.3	87170259	87213867	TSG	TSGene
SHISA3	152573	ENSG00000178343	shisa family member 3 [Source:HGNC Symbol;Acc:25159]	4	4p13	42399856	42404504	TSG	TSGene
SHPRH	257218	ENSG00000146414	SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:19336]	6	6q24.3	146185381	146285559	TSG	TSGene
SHQ1	55164	ENSG00000144736	SHQ1, H/ACA ribonucleoprotein assembly factor [Source:HGNC Symbol;Acc:25543]	3	3p13	72798428	72911065	TSG	TSGene
SIAH1	6477	ENSG00000196470	siah E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:10857]	16	16q12.1	48390275	48482313	TSG	TSGene
SIK1	150094	ENSG00000142178	salt-inducible kinase 1 [Source:HGNC Symbol;Acc:11142]	21	21q22.3	44834395	44847008	TSG	TSGene
SIRT1	23411	ENSG00000096717	sirtuin 1 [Source:HGNC Symbol;Acc:14929]	10	10q21.3	69644427	69678147	TSG	TSGene
SIRT2	22933	ENSG00000068903	sirtuin 2 [Source:HGNC Symbol;Acc:10886]	19	19q13.2	39369197	39390502	TSG	TSGene
SIRT3	23410	ENSG00000142082	sirtuin 3 [Source:HGNC Symbol;Acc:14931]	11	11p15.5	215458	236931	TSG	TSGene
SIRT4	23409	ENSG00000089163	sirtuin 4 [Source:HGNC Symbol;Acc:14932]	12	12q24.31	120740119	120751052	TSG	TSGene
SIRT6	51548	ENSG00000077463	sirtuin 6 [Source:HGNC Symbol;Acc:14934]	19	19p13.3	4174106	4182601	TSG	TSGene
SKIL	6498	ENSG00000136603	SKI-like oncogene [Source:HGNC Symbol;Acc:10897]	3	3q26.2	170075466	170114623	TSG	TSGene
SKP2	6502	ENSG00000145604	S-phase kinase-associated protein 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:10901]	5	5p13.2	36152091	36184421	TSG	TSGene
SLC39A1	27173	ENSG00000143570	solute carrier family 39 (zinc transporter), member 1 [Source:HGNC Symbol;Acc:12876]	1	1q21.3	153931575	153940188	TSG	TSGene
SLC39A4	55630	ENSG00000147804	solute carrier family 39 (zinc transporter), member 4 [Source:HGNC Symbol;Acc:17129]	8	8q24.3	145635126	145642279	TSG	TSGene
SLC5A8	-4121	ENSG00000256870	solute carrier family 5 (sodium/monocarboxylate cotransporter), member 8 [Source:HGNC Symbol;Acc:19119]	12	12q23.1	101549271	101604185	TSG	TSGene
SLC9A3R1	9368	ENSG00000109062	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 1 [Source:HGNC Symbol;Acc:11075]	17	17q25.1	72744791	72765492	TSG	TSGene
SLIT2	9353	ENSG00000145147	slit homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:11086]	4	4p15.31	20254883	20622184	TSG	TSGene
SLX4	84464	ENSG00000188827	SLX4 structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:23845]	16	16p13.3	3631182	3661599	TSG	TSGene
SMAD2	4087	ENSG00000175387	SMAD family member 2 [Source:HGNC Symbol;Acc:6768]	18	18q21.1	45357922	45457515	TSG	TSGene
SMAD4	4089	ENSG00000141646	SMAD family member 4 [Source:HGNC Symbol;Acc:6770]	18	18q21.2	48494410	48611415	TSG	TSGene
SMARCA2	6595	ENSG00000080503	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:HGNC Symbol;Acc:11098]	9	9p24.3	2015342	2193624	TSG	TSGene
SMARCA4	6597	ENSG00000127616	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:HGNC Symbol;Acc:11100]	19	19p13.2	11071598	11176071	TSG	TSGene
SMARCB1	6598	ENSG00000099956	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:HGNC Symbol;Acc:11103]	22	22q11.23	24129150	24176703	TSG	TSGene
SMARCC1	6599	ENSG00000173473	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1 [Source:HGNC Symbol;Acc:11104]	3	3p21.31	47626762	47823596	TSG	TSGene
SMCHD1	23347	ENSG00000101596	structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:29090]	18	18p11.32	2655737	2805015	TSG	TSGene
SMYD4	114826	ENSG00000186532	SET and MYND domain containing 4 [Source:HGNC Symbol;Acc:21067]	17	17p13.3	1682779	1733928	TSG	TSGene
SOCS1	8651	ENSG00000185338	suppressor of cytokine signaling 1 [Source:HGNC Symbol;Acc:19383]	16	16p13.13	11348262	11350036	TSG	TSGene
SOCS3	9021	ENSG00000184557	suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:19391]	17	17q25.3	76352864	76356158	TSG	TSGene
SOD2	6648	ENSG00000112096	superoxide dismutase 2, mitochondrial [Source:HGNC Symbol;Acc:11180]	6	6q25.3	160090089	160183561	TSG	TSGene
SOX1	6656	ENSG00000182968	SRY (sex determining region Y)-box 1 [Source:HGNC Symbol;Acc:11189]	13	13q34	112721913	112726020	TSG	TSGene
SOX11	6664	ENSG00000176887	SRY (sex determining region Y)-box 11 [Source:HGNC Symbol;Acc:11191]	2	2p25.2	5832799	5841516	TSG	TSGene
SOX15	6665	ENSG00000129194	SRY (sex determining region Y)-box 15 [Source:HGNC Symbol;Acc:11196]	17	17p13.1	7491496	7493488	TSG	TSGene
SOX7	83595	ENSG00000171056	SRY (sex determining region Y)-box 7 [Source:HGNC Symbol;Acc:18196]	8	8p23.1	10581278	10697357	TSG	TSGene
SP100	6672	ENSG00000067066	SP100 nuclear antigen [Source:HGNC Symbol;Acc:11206]	2	2q37.1	231280657	231408805	TSG	TSGene
SPARC	6678	ENSG00000113140	secreted protein, acidic, cysteine-rich (osteonectin) [Source:HGNC Symbol;Acc:11219]	5	5q33.1	151040657	151066726	TSG	TSGene
SPARCL1	8404	ENSG00000152583	SPARC-like 1 (hevin) [Source:HGNC Symbol;Acc:11220]	4	4q22.1	88394487	88452213	TSG	TSGene
SPI1	6688	ENSG00000066336	spleen focus forming virus (SFFV) proviral integration oncogene [Source:HGNC Symbol;Acc:11241]	11	11p11.2	47376411	47400127	TSG	TSGene
SPINK7	84651	ENSG00000145879	serine peptidase inhibitor, Kazal type 7 (putative) [Source:HGNC Symbol;Acc:24643]	5	5q32	147691982	147695485	TSG	TSGene
SPINT2	10653	ENSG00000167642	serine peptidase inhibitor, Kunitz type, 2 [Source:HGNC Symbol;Acc:11247]	19	19q13.2	38734675	38783254	TSG	TSGene
SPOP	8405	ENSG00000121067	speckle-type POZ protein [Source:HGNC Symbol;Acc:11254]	17	17q21.33	47676246	47755596	TSG	TSGene
SPRY2	10253	ENSG00000136158	sprouty homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:11270]	13	13q31.1	80910111	80915086	TSG	TSGene
SPRY4	81848	ENSG00000187678	sprouty homolog 4 (Drosophila) [Source:HGNC Symbol;Acc:15533]	5	5q31.3	141689992	141706020	TSG	TSGene
SPTBN1	6711	ENSG00000115306	spectrin, beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:11275]	2	2p16.2	54683422	54896812	TSG	TSGene
SRGAP3	9901	ENSG00000196220	SLIT-ROBO Rho GTPase activating protein 3 [Source:HGNC Symbol;Acc:19744]	3	3p25.3	9022275	9404737	TSG	TSGene
SRPX	8406	ENSG00000101955	sushi-repeat containing protein, X-linked [Source:HGNC Symbol;Acc:11309]	X	Xp11.4	38008589	38080696	TSG	TSGene
SSBP2	-1880	ENSG00000145687	single-stranded DNA binding protein 2 [Source:HGNC Symbol;Acc:15831]	5	5q14.1	80708840	81047616	TSG	TSGene
ST13	6767	ENSG00000100380	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) [Source:HGNC Symbol;Acc:11343]	22	22q13.2	41220539	41253026	TSG	TSGene
ST20	400410	ENSG00000180953	suppressor of tumorigenicity 20 [Source:HGNC Symbol;Acc:33520]	15	15q25.1	80191182	80216044	TSG	TSGene
ST5	6764	ENSG00000166444	suppression of tumorigenicity 5 [Source:HGNC Symbol;Acc:11350]	11	11p15.4	8714898	8932498	TSG	TSGene
ST7	7982	ENSG00000004866	suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:11351]	7	7q31.2	116593292	116870157	TSG	TSGene
STARD13	90627	ENSG00000133121	StAR-related lipid transfer (START) domain containing 13 [Source:HGNC Symbol;Acc:19164]	13	13q13.1	33677272	33924767	TSG	TSGene
STAT1	6772	ENSG00000115415	signal transducer and activator of transcription 1, 91kDa [Source:HGNC Symbol;Acc:11362]	2	2q32.2	191829084	191885686	TSG	TSGene
STAT3	6774	ENSG00000168610	signal transducer and activator of transcription 3 (acute-phase response factor) [Source:HGNC Symbol;Acc:11364]	17	17q21.2	40465342	40540586	TSG	TSGene
STAT5A	6776	ENSG00000126561	signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:11366]	17	17q21.2	40439565	40463961	TSG	TSGene
STK10	6793	ENSG00000072786	serine/threonine kinase 10 [Source:HGNC Symbol;Acc:11388]	5	5q35.1	171469077	171615390	TSG	TSGene
STK11	6794	ENSG00000118046	serine/threonine kinase 11 [Source:HGNC Symbol;Acc:11389]	19	19p13.3	1189406	1228428	TSG	TSGene
STRADA	92335	ENSG00000266173	STE20-related kinase adaptor alpha [Source:HGNC Symbol;Acc:30172]	17	17q23.3	61780192	61819330	TSG	TSGene
STUB1	10273	ENSG00000103266	STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:11427]	16	16p13.3	730224	732870	TSG	TSGene
SUFU	51684	ENSG00000107882	suppressor of fused homolog (Drosophila) [Source:HGNC Symbol;Acc:16466]	10	10q24.32	104263744	104393292	TSG	TSGene
SUZ12	23512	ENSG00000178691	SUZ12 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:17101]	17	17q11.2	30264037	30328064	TSG	TSGene
SYK	6850	ENSG00000165025	spleen tyrosine kinase [Source:HGNC Symbol;Acc:11491]	9	9q22.2	93564069	93660831	TSG	TSGene
SYNM	23336	ENSG00000182253	synemin, intermediate filament protein [Source:HGNC Symbol;Acc:24466]	15	15q26.3	99638420	99675798	TSG	TSGene
SYNPO2	171024	ENSG00000172403	synaptopodin 2 [Source:HGNC Symbol;Acc:17732]	4	4q26	119809996	119982402	TSG	TSGene
SYT13	57586	ENSG00000019505	synaptotagmin XIII [Source:HGNC Symbol;Acc:14962]	11	11p11.2	45261852	45307870	TSG	TSGene
TAGLN	6876	ENSG00000149591	transgelin [Source:HGNC Symbol;Acc:11553]	11	11q23.3	117070037	117075498	TSG	TSGene
TANK	10010	ENSG00000136560	TRAF family member-associated NFKB activator [Source:HGNC Symbol;Acc:11562]	2	2q24.2	161993419	162092732	TSG	TSGene
TAT	-5303	ENSG00000198650	tyrosine aminotransferase [Source:HGNC Symbol;Acc:11573]	16	16q22.2	71599563	71611033	TSG	TSGene
TBL2	26608	ENSG00000106638	transducin (beta)-like 2 [Source:HGNC Symbol;Acc:11586]	7	7q11.23	72983262	72993121	TSG	TSGene
TBRG1	-3887	ENSG00000154144	transforming growth factor beta regulator 1 [Source:HGNC Symbol;Acc:29551]	11	11q24.2	124492732	124505287	TSG	TSGene
TBX5	6910	ENSG00000089225	T-box 5 [Source:HGNC Symbol;Acc:11604]	12	12q24.21	114791736	114846247	TSG	TSGene
TCEAL7	56849	ENSG00000182916	transcription elongation factor A (SII)-like 7 [Source:HGNC Symbol;Acc:28336]	X	Xq22.1	102585124	102587254	TSG	TSGene
TCEB3	6924	ENSG00000011007	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A) [Source:HGNC Symbol;Acc:11620]	1	1p36.11	24069645	24088549	TSG	TSGene
TCF4	6925	ENSG00000196628	transcription factor 4 [Source:HGNC Symbol;Acc:11634]	18	18q21.2	52889562	53332018	TSG	TSGene
TCF7L2	6934	ENSG00000148737	transcription factor 7-like 2 (T-cell specific, HMG-box) [Source:HGNC Symbol;Acc:11641]	10	10q25.2	114710009	114927437	TSG	TSGene
TCHP	84260	ENSG00000139437	trichoplein, keratin filament binding [Source:HGNC Symbol;Acc:28135]	12	12q24.11	110338069	110421646	TSG	TSGene
TDGF1	6997	ENSG00000241186	teratocarcinoma-derived growth factor 1 [Source:HGNC Symbol;Acc:11701]	3	3p21.31	46616045	46668033	TSG	TSGene
TDRG1	-2191	ENSG00000204091	testis development related 1 (non-protein coding) [Source:HGNC Symbol;Acc:43642]	6	6p21.2	40302693	40347624	TSG	TSGene
TES	26136	ENSG00000135269	testis derived transcript (3 LIM domains) [Source:HGNC Symbol;Acc:14620]	7	7q31.2	115850547	115898837	TSG	TSGene
TET2	54790	ENSG00000168769	tet methylcytosine dioxygenase 2 [Source:HGNC Symbol;Acc:25941]	4	4q24	106067032	106200973	TSG	TSGene
TFAP2A	7020	ENSG00000137203	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha) [Source:HGNC Symbol;Acc:11742]	6	6p24.3	10393419	10419892	TSG	TSGene
TFPI2	7980	ENSG00000105825	tissue factor pathway inhibitor 2 [Source:HGNC Symbol;Acc:11761]	7	7q21.3	93514709	93520303	TSG	TSGene
TGFB1	-6010	ENSG00000105329	transforming growth factor, beta 1 [Source:HGNC Symbol;Acc:11766]	19	19q13.2	41807492	41859816	TSG	TSGene
TGFBI	7045	ENSG00000120708	transforming growth factor, beta-induced, 68kDa [Source:HGNC Symbol;Acc:11771]	5	5q31.1	135364584	135399507	TSG	TSGene
TGFBR2	7048	ENSG00000163513	transforming growth factor, beta receptor II (70/80kDa) [Source:HGNC Symbol;Acc:11773]	3	3p24.1	30647994	30735634	TSG	TSGene
TGFBR3	7049	ENSG00000069702	transforming growth factor, beta receptor III [Source:HGNC Symbol;Acc:11774]	1	1p22.1	92145902	92371892	TSG	TSGene
TGM3	7053	ENSG00000125780	transglutaminase 3 [Source:HGNC Symbol;Acc:11779]	20	20p13	2276647	2321724	TSG	TSGene
THBD	7056	ENSG00000178726	thrombomodulin [Source:HGNC Symbol;Acc:11784]	20	20p11.21	23026270	23030378	TSG	TSGene
THBS1	-4894	ENSG00000137801	thrombospondin 1 [Source:HGNC Symbol;Acc:11785]	15	15q14	39873280	39891667	TSG	TSGene
THRA	7067	ENSG00000126351	thyroid hormone receptor, alpha [Source:HGNC Symbol;Acc:11796]	17	17q21.1	38214543	38250120	TSG	TSGene
THRB	7068	ENSG00000151090	thyroid hormone receptor, beta [Source:HGNC Symbol;Acc:11799]	3	3p24.2	24158651	24536773	TSG	TSGene
THSD1	55901	ENSG00000136114	thrombospondin, type I, domain containing 1 [Source:HGNC Symbol;Acc:17754]	13	13q14.3	52951305	52980629	TSG	TSGene
THY1	-3875	ENSG00000154096	Thy-1 cell surface antigen [Source:HGNC Symbol;Acc:11801]	11	11q23.3	119288090	119295695	TSG	TSGene
TIMP3	7078	ENSG00000100234	TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:11822]	22	22q12.3	33197687	33259030	TSG	TSGene
TMEFF1	8577	ENSG00000241697	transmembrane protein with EGF-like and two follistatin-like domains 1 [Source:HGNC Symbol;Acc:11866]	9	9q31.1	103204560	103339918	TSG	TSGene
TMEFF2	23671	ENSG00000144339	transmembrane protein with EGF-like and two follistatin-like domains 2 [Source:HGNC Symbol;Acc:11867]	2	2q32.3	192813769	193060435	TSG	TSGene
TMEM127	-822	ENSG00000135956	transmembrane protein 127 [Source:HGNC Symbol;Acc:26038]	2	2q11.2	96914254	96931732	TSG	TSGene
TMPRSS11A	339967	ENSG00000187054	transmembrane protease, serine 11A [Source:HGNC Symbol;Acc:27954]	4	4q13.2	68775103	68829858	TSG	TSGene
TMPRSS6	164656	ENSG00000187045	transmembrane protease, serine 6 [Source:HGNC Symbol;Acc:16517]	22	22q12.3	37461476	37505603	TSG	TSGene
TNFAIP3	7128	ENSG00000118503	tumor necrosis factor, alpha-induced protein 3 [Source:HGNC Symbol;Acc:11896]	6	6q23.3	138188351	138204449	TSG	TSGene
TNFAIP8L2	79626	ENSG00000163154	tumor necrosis factor, alpha-induced protein 8-like 2 [Source:HGNC Symbol;Acc:26277]	1	1q21.3	151129105	151132225	TSG	TSGene
TNFRSF10A	-2794	ENSG00000104689	tumor necrosis factor receptor superfamily, member 10a [Source:HGNC Symbol;Acc:11904]	8	8p21.3	23047965	23082639	TSG	TSGene
TNFRSF10B	8795	ENSG00000120889	tumor necrosis factor receptor superfamily, member 10b [Source:HGNC Symbol;Acc:11905]	8	8p21.3	22877646	22926692	TSG	TSGene
TNFRSF12A	51330	ENSG00000006327	tumor necrosis factor receptor superfamily, member 12A [Source:HGNC Symbol;Acc:18152]	16	16p13.3	3068446	3072384	TSG	TSGene
TNFRSF18	8784	ENSG00000186891	tumor necrosis factor receptor superfamily, member 18 [Source:HGNC Symbol;Acc:11914]	1	1p36.33	1138888	1142071	TSG	TSGene
TNFSF12	407977	ENSG00000239697	tumor necrosis factor (ligand) superfamily, member 12 [Source:HGNC Symbol;Acc:11927]	17	17p13.1	7452208	7464925	TSG	TSGene
TNFSF9	8744	ENSG00000125657	tumor necrosis factor (ligand) superfamily, member 9 [Source:HGNC Symbol;Acc:11939]	19	19p13.3	6531010	6535931	TSG	TSGene
TNK1	8711	ENSG00000174292	tyrosine kinase, non-receptor, 1 [Source:HGNC Symbol;Acc:11940]	17	17p13.1	7283853	7293093	TSG	TSGene
TOM1L2	146691	ENSG00000175662	target of myb1-like 2 (chicken) [Source:HGNC Symbol;Acc:11984]	17	17p11.2	17746828	17875736	TSG	TSGene
TOPORS	10210	ENSG00000197579	topoisomerase I binding, arginine/serine-rich, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:21653]	9	9p21.1	32540542	32552551	TSG	TSGene
TP53	7157	ENSG00000141510	tumor protein p53 [Source:HGNC Symbol;Acc:11998]	17	17p13.1	7565097	7590856	TSG	TSGene
TP53BP1	7158	ENSG00000067369	tumor protein p53 binding protein 1 [Source:HGNC Symbol;Acc:11999]	15	15q15.3	43699407	43802926	TSG	TSGene
TP53BP2	7159	ENSG00000143514	tumor protein p53 binding protein, 2 [Source:HGNC Symbol;Acc:12000]	1	1q41	223967601	224033674	TSG	TSGene
TP53INP1	94241	ENSG00000164938	tumor protein p53 inducible nuclear protein 1 [Source:HGNC Symbol;Acc:18022]	8	8q22.1	95938200	95961639	TSG	TSGene
TP63	8626	ENSG00000073282	tumor protein p63 [Source:HGNC Symbol;Acc:15979]	3	3q28	189349205	189615068	TSG	TSGene
TP73	7161	ENSG00000078900	tumor protein p73 [Source:HGNC Symbol;Acc:12003]	1	1p36.32	3569084	3652765	TSG	TSGene
TPTE2	93492	ENSG00000132958	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 [Source:HGNC Symbol;Acc:17299]	13	13q12.11	19997017	20110903	TSG	TSGene
TREX2	11219	ENSG00000183479	three prime repair exonuclease 2 [Source:HGNC Symbol;Acc:12270]	X	Xq28	152710178	152736045	TSG	TSGene
TRIM13	10206	ENSG00000204977	tripartite motif containing 13 [Source:HGNC Symbol;Acc:9976]	13	13q14.2	50570024	50594617	TSG	TSGene
TRIM15	89870	ENSG00000204610	tripartite motif containing 15 [Source:HGNC Symbol;Acc:16284]	6	6p22.1	30130993	30140473	TSG	TSGene
TRIM24	8805	ENSG00000122779	tripartite motif containing 24 [Source:HGNC Symbol;Acc:11812]	7	7q33	138145079	138274738	TSG	TSGene
TRIM3	10612	ENSG00000110171	tripartite motif containing 3 [Source:HGNC Symbol;Acc:10064]	11	11p15.4	6469843	6495689	TSG	TSGene
TRIM31	11074	ENSG00000204616	tripartite motif containing 31 [Source:HGNC Symbol;Acc:16289]	6	6p22.1	30070674	30080883	TSG	TSGene
TRIM32	22954	ENSG00000119401	tripartite motif containing 32 [Source:HGNC Symbol;Acc:16380]	9	9q33.1	119449581	119463579	TSG	TSGene
TRIM35	23087	ENSG00000104228	tripartite motif containing 35 [Source:HGNC Symbol;Acc:16285]	8	8p21.2	27142404	27168836	TSG	TSGene
TRIM62	55223	ENSG00000116525	tripartite motif containing 62 [Source:HGNC Symbol;Acc:25574]	1	1p35.1	33611003	33647660	TSG	TSGene
TRIT1	54802	ENSG00000043514	tRNA isopentenyltransferase 1 [Source:HGNC Symbol;Acc:20286]	1	1p34.2	40306723	40349183	TSG	TSGene
